country,player,club,forward_or_back,stat,count
Ireland,Devin Toner,Leinster,Forward,Tries,0
Ireland,Devin Toner,Leinster,Forward,Try Assists,0
Ireland,Devin Toner,Leinster,Forward,Conversions,0
Ireland,Devin Toner,Leinster,Forward,Penalty Goals,0
Ireland,Devin Toner,Leinster,Forward,Drop Goals,0
Ireland,Devin Toner,Leinster,Forward,Defenders Beaten,0
Ireland,Devin Toner,Leinster,Forward,Clean Breaks,0
Ireland,Devin Toner,Leinster,Forward,Gain Line Successes,0
Ireland,Devin Toner,Leinster,Forward,Interceptions,0
Ireland,Devin Toner,Leinster,Forward,Passes Made,2
Ireland,Devin Toner,Leinster,Forward,Off Loads Made,1
Ireland,Devin Toner,Leinster,Forward,Tackles Made,9
Ireland,Devin Toner,Leinster,Forward,Missed Tackles,2
Ireland,Devin Toner,Leinster,Forward,Turnovers Won,0
Ireland,Devin Toner,Leinster,Forward,Turnovers Conceded,0
Ireland,Devin Toner,Leinster,Forward,Handling Errors,0
Ireland,Devin Toner,Leinster,Forward,Penalties Conceded,0
Ireland,Devin Toner,Leinster,Forward,Kicks From Hand,0
Ireland,Devin Toner,Leinster,Forward,Kicks Caught,2
Ireland,Devin Toner,Leinster,Forward,Successful Lineout Takes,3
Ireland,Devin Toner,Leinster,Forward,Stolen Lineouts,0
Ireland,Devin Toner,Leinster,Forward,Yellow Cards,0
Ireland,Devin Toner,Leinster,Forward,Red Cards,0
Ireland,Josh van der Flier,Leinster,Forward,Metres Gained,17
Ireland,Josh van der Flier,Leinster,Forward,Carries,13
Ireland,Josh van der Flier,Leinster,Forward,Metres Per Carry,1.3076923076923077
Ireland,Josh van der Flier,Leinster,Forward,Minutes Played,143
Ireland,Josh van der Flier,Leinster,Forward,Points,0
Ireland,Josh van der Flier,Leinster,Forward,Tries,0
Ireland,Josh van der Flier,Leinster,Forward,Try Assists,0
Ireland,Josh van der Flier,Leinster,Forward,Conversions,0
Ireland,Josh van der Flier,Leinster,Forward,Penalty Goals,0
Ireland,Josh van der Flier,Leinster,Forward,Drop Goals,0
Ireland,Josh van der Flier,Leinster,Forward,Defenders Beaten,1
Ireland,Josh van der Flier,Leinster,Forward,Clean Breaks,0
Ireland,Josh van der Flier,Leinster,Forward,Gain Line Successes,6
Ireland,Josh van der Flier,Leinster,Forward,Interceptions,0
Ireland,Josh van der Flier,Leinster,Forward,Passes Made,5
Ireland,Josh van der Flier,Leinster,Forward,Off Loads Made,0
Ireland,Josh van der Flier,Leinster,Forward,Tackles Made,26
Ireland,Josh van der Flier,Leinster,Forward,Missed Tackles,2
Ireland,Josh van der Flier,Leinster,Forward,Turnovers Won,0
Ireland,Josh van der Flier,Leinster,Forward,Turnovers Conceded,1
Ireland,Josh van der Flier,Leinster,Forward,Handling Errors,1
Ireland,Josh van der Flier,Leinster,Forward,Penalties Conceded,0
Ireland,Josh van der Flier,Leinster,Forward,Kicks From Hand,0
Ireland,Josh van der Flier,Leinster,Forward,Kicks Caught,0
Ireland,Josh van der Flier,Leinster,Forward,Successful Lineout Takes,0
Ireland,Josh van der Flier,Leinster,Forward,Stolen Lineouts,0
Ireland,Josh van der Flier,Leinster,Forward,Yellow Cards,0
Ireland,Josh van der Flier,Leinster,Forward,Red Cards,0
Ireland,Bundee Aki,Connacht,Back,Metres Gained,79
Ireland,Bundee Aki,Connacht,Back,Carries,45
Ireland,Bundee Aki,Connacht,Back,Metres Per Carry,1.7555555555555555
Ireland,Bundee Aki,Connacht,Back,Minutes Played,331
Ireland,Bundee Aki,Connacht,Back,Points,0
Ireland,Bundee Aki,Connacht,Back,Tries,0
Ireland,Bundee Aki,Connacht,Back,Try Assists,0
Ireland,Bundee Aki,Connacht,Back,Conversions,0
Ireland,Bundee Aki,Connacht,Back,Penalty Goals,0
Ireland,Bundee Aki,Connacht,Back,Drop Goals,0
Ireland,Bundee Aki,Connacht,Back,Defenders Beaten,9
Ireland,Bundee Aki,Connacht,Back,Clean Breaks,0
Ireland,Bundee Aki,Connacht,Back,Gain Line Successes,16
Ireland,Bundee Aki,Connacht,Back,Interceptions,0
Ireland,Bundee Aki,Connacht,Back,Passes Made,33
Ireland,Bundee Aki,Connacht,Back,Off Loads Made,1
Ireland,Bundee Aki,Connacht,Back,Tackles Made,36
Ireland,Bundee Aki,Connacht,Back,Missed Tackles,4
Ireland,Bundee Aki,Connacht,Back,Turnovers Won,1
Ireland,Bundee Aki,Connacht,Back,Turnovers Conceded,2
Ireland,Bundee Aki,Connacht,Back,Handling Errors,2
Ireland,Bundee Aki,Connacht,Back,Penalties Conceded,2
Ireland,Bundee Aki,Connacht,Back,Kicks From Hand,1
Ireland,Bundee Aki,Connacht,Back,Kicks Caught,1
Ireland,Bundee Aki,Connacht,Back,Successful Lineout Takes,0
Ireland,Bundee Aki,Connacht,Back,Stolen Lineouts,0
Ireland,Bundee Aki,Connacht,Back,Yellow Cards,0
Ireland,Bundee Aki,Connacht,Back,Red Cards,0
Ireland,Andrew Conway,Munster,Back,Metres Gained,30
Ireland,Andrew Conway,Munster,Back,Carries,5
Ireland,Andrew Conway,Munster,Back,Metres Per Carry,6
Ireland,Andrew Conway,Munster,Back,Minutes Played,74
Ireland,Andrew Conway,Munster,Back,Points,0
Ireland,Andrew Conway,Munster,Back,Tries,0
Ireland,Andrew Conway,Munster,Back,Try Assists,0
Ireland,Andrew Conway,Munster,Back,Conversions,0
Ireland,Andrew Conway,Munster,Back,Penalty Goals,0
Ireland,Andrew Conway,Munster,Back,Drop Goals,0
Ireland,Andrew Conway,Munster,Back,Defenders Beaten,1
Ireland,Andrew Conway,Munster,Back,Clean Breaks,0
Ireland,Andrew Conway,Munster,Back,Gain Line Successes,3
Ireland,Andrew Conway,Munster,Back,Interceptions,0
Ireland,Andrew Conway,Munster,Back,Passes Made,2
Ireland,Andrew Conway,Munster,Back,Off Loads Made,1
Ireland,Andrew Conway,Munster,Back,Tackles Made,3
Ireland,Andrew Conway,Munster,Back,Missed Tackles,1
Ireland,Andrew Conway,Munster,Back,Turnovers Won,1
Ireland,Andrew Conway,Munster,Back,Turnovers Conceded,1
Ireland,Andrew Conway,Munster,Back,Handling Errors,1
Ireland,Andrew Conway,Munster,Back,Penalties Conceded,0
Ireland,Andrew Conway,Munster,Back,Kicks From Hand,0
Ireland,Andrew Conway,Munster,Back,Kicks Caught,1
Ireland,Andrew Conway,Munster,Back,Successful Lineout Takes,0
Ireland,Andrew Conway,Munster,Back,Stolen Lineouts,0
Ireland,Andrew Conway,Munster,Back,Yellow Cards,0
Ireland,Andrew Conway,Munster,Back,Red Cards,0
Ireland,John Cooney,Ulster,Back,Metres Gained,13
Ireland,John Cooney,Ulster,Back,Carries,5
Ireland,John Cooney,Ulster,Back,Metres Per Carry,2.6
Ireland,John Cooney,Ulster,Back,Minutes Played,41
Ireland,John Cooney,Ulster,Back,Points,5
Ireland,John Cooney,Ulster,Back,Tries,1
Ireland,John Cooney,Ulster,Back,Try Assists,0
Ireland,John Cooney,Ulster,Back,Conversions,0
Ireland,John Cooney,Ulster,Back,Penalty Goals,0
Ireland,John Cooney,Ulster,Back,Drop Goals,0
Ireland,John Cooney,Ulster,Back,Defenders Beaten,1
Ireland,John Cooney,Ulster,Back,Clean Breaks,1
Ireland,John Cooney,Ulster,Back,Gain Line Successes,1
Ireland,John Cooney,Ulster,Back,Interceptions,0
Ireland,John Cooney,Ulster,Back,Passes Made,66
Ireland,John Cooney,Ulster,Back,Off Loads Made,0
Ireland,John Cooney,Ulster,Back,Tackles Made,6
Ireland,John Cooney,Ulster,Back,Missed Tackles,2
Ireland,John Cooney,Ulster,Back,Turnovers Won,0
Ireland,John Cooney,Ulster,Back,Turnovers Conceded,1
Ireland,John Cooney,Ulster,Back,Handling Errors,0
Ireland,John Cooney,Ulster,Back,Penalties Conceded,0
Ireland,John Cooney,Ulster,Back,Kicks From Hand,3
Ireland,John Cooney,Ulster,Back,Kicks Caught,1
Ireland,John Cooney,Ulster,Back,Successful Lineout Takes,0
Ireland,John Cooney,Ulster,Back,Stolen Lineouts,0
Ireland,John Cooney,Ulster,Back,Yellow Cards,0
Ireland,John Cooney,Ulster,Back,Red Cards,0
Ireland,Keith Earls,Munster,Back,Metres Gained,171
Ireland,Keith Earls,Munster,Back,Carries,30
Ireland,Keith Earls,Munster,Back,Metres Per Carry,5.7
Ireland,Keith Earls,Munster,Back,Minutes Played,355
Ireland,Keith Earls,Munster,Back,Points,15
Ireland,Keith Earls,Munster,Back,Tries,3
Ireland,Keith Earls,Munster,Back,Try Assists,0
Ireland,Keith Earls,Munster,Back,Conversions,0
Ireland,Keith Earls,Munster,Back,Penalty Goals,0
Ireland,Keith Earls,Munster,Back,Drop Goals,0
Ireland,Keith Earls,Munster,Back,Defenders Beaten,12
Ireland,Keith Earls,Munster,Back,Clean Breaks,5
Ireland,Keith Earls,Munster,Back,Gain Line Successes,9
Ireland,Keith Earls,Munster,Back,Interceptions,0
Ireland,Keith Earls,Munster,Back,Passes Made,14
Ireland,Keith Earls,Munster,Back,Off Loads Made,0
Ireland,Keith Earls,Munster,Back,Tackles Made,18
Ireland,Keith Earls,Munster,Back,Missed Tackles,7
Ireland,Keith Earls,Munster,Back,Turnovers Won,2
Ireland,Keith Earls,Munster,Back,Turnovers Conceded,5
Ireland,Keith Earls,Munster,Back,Handling Errors,3
Ireland,Keith Earls,Munster,Back,Penalties Conceded,1
Ireland,Keith Earls,Munster,Back,Kicks From Hand,7
Ireland,Keith Earls,Munster,Back,Kicks Caught,9
Ireland,Keith Earls,Munster,Back,Successful Lineout Takes,0
Ireland,Keith Earls,Munster,Back,Stolen Lineouts,0
Ireland,Keith Earls,Munster,Back,Yellow Cards,0
Ireland,Keith Earls,Munster,Back,Red Cards,0
Ireland,Chris Farrell,Munster,Back,Metres Gained,60
Ireland,Chris Farrell,Munster,Back,Carries,23
Ireland,Chris Farrell,Munster,Back,Metres Per Carry,2.608695652173913
Ireland,Chris Farrell,Munster,Back,Minutes Played,160
Ireland,Chris Farrell,Munster,Back,Points,0
Ireland,Chris Farrell,Munster,Back,Tries,0
Ireland,Chris Farrell,Munster,Back,Try Assists,0
Ireland,Chris Farrell,Munster,Back,Conversions,0
Ireland,Chris Farrell,Munster,Back,Penalty Goals,0
Ireland,Chris Farrell,Munster,Back,Drop Goals,0
Ireland,Chris Farrell,Munster,Back,Defenders Beaten,5
Ireland,Chris Farrell,Munster,Back,Clean Breaks,1
Ireland,Chris Farrell,Munster,Back,Gain Line Successes,9
Ireland,Chris Farrell,Munster,Back,Interceptions,0
Ireland,Chris Farrell,Munster,Back,Passes Made,8
Ireland,Chris Farrell,Munster,Back,Off Loads Made,1
Ireland,Chris Farrell,Munster,Back,Tackles Made,17
Ireland,Chris Farrell,Munster,Back,Missed Tackles,2
Ireland,Chris Farrell,Munster,Back,Turnovers Won,0
Ireland,Chris Farrell,Munster,Back,Turnovers Conceded,1
Ireland,Chris Farrell,Munster,Back,Handling Errors,0
Ireland,Chris Farrell,Munster,Back,Penalties Conceded,0
Ireland,Chris Farrell,Munster,Back,Kicks From Hand,1
Ireland,Chris Farrell,Munster,Back,Kicks Caught,0
Ireland,Chris Farrell,Munster,Back,Successful Lineout Takes,1
Ireland,Chris Farrell,Munster,Back,Stolen Lineouts,0
Ireland,Chris Farrell,Munster,Back,Yellow Cards,0
Ireland,Chris Farrell,Munster,Back,Red Cards,0
Ireland,Robbie Henshaw,Leinster,Back,Metres Gained,42
Ireland,Robbie Henshaw,Leinster,Back,Carries,11
Ireland,Robbie Henshaw,Leinster,Back,Metres Per Carry,3.8181818181818183
Ireland,Robbie Henshaw,Leinster,Back,Minutes Played,80
Ireland,Robbie Henshaw,Leinster,Back,Points,0
Ireland,Robbie Henshaw,Leinster,Back,Tries,0
Ireland,Robbie Henshaw,Leinster,Back,Try Assists,0
Ireland,Robbie Henshaw,Leinster,Back,Conversions,0
Ireland,Robbie Henshaw,Leinster,Back,Penalty Goals,0
Ireland,Robbie Henshaw,Leinster,Back,Drop Goals,0
Ireland,Robbie Henshaw,Leinster,Back,Defenders Beaten,3
Ireland,Robbie Henshaw,Leinster,Back,Clean Breaks,0
Ireland,Robbie Henshaw,Leinster,Back,Gain Line Successes,3
Ireland,Robbie Henshaw,Leinster,Back,Interceptions,0
Ireland,Robbie Henshaw,Leinster,Back,Passes Made,4
Ireland,Robbie Henshaw,Leinster,Back,Off Loads Made,0
Ireland,Robbie Henshaw,Leinster,Back,Tackles Made,3
Ireland,Robbie Henshaw,Leinster,Back,Missed Tackles,1
Ireland,Robbie Henshaw,Leinster,Back,Turnovers Won,0
Ireland,Robbie Henshaw,Leinster,Back,Turnovers Conceded,1
Ireland,Robbie Henshaw,Leinster,Back,Handling Errors,1
Ireland,Robbie Henshaw,Leinster,Back,Penalties Conceded,0
Ireland,Robbie Henshaw,Leinster,Back,Kicks From Hand,2
Ireland,Robbie Henshaw,Leinster,Back,Kicks Caught,2
Ireland,Robbie Henshaw,Leinster,Back,Successful Lineout Takes,0
Ireland,Robbie Henshaw,Leinster,Back,Stolen Lineouts,0
Ireland,Robbie Henshaw,Leinster,Back,Yellow Cards,0
Ireland,Robbie Henshaw,Leinster,Back,Red Cards,0
Ireland,Jordan Larmour,Leinster,Back,Metres Gained,101
Ireland,Jordan Larmour,Leinster,Back,Carries,17
Ireland,Jordan Larmour,Leinster,Back,Metres Per Carry,5.9411764705882355
Ireland,Jordan Larmour,Leinster,Back,Minutes Played,145
Ireland,Jordan Larmour,Leinster,Back,Points,5
Ireland,Jordan Larmour,Leinster,Back,Tries,1
Ireland,Jordan Larmour,Leinster,Back,Try Assists,0
Ireland,Jordan Larmour,Leinster,Back,Conversions,0
Ireland,Jordan Larmour,Leinster,Back,Penalty Goals,0
Ireland,Jordan Larmour,Leinster,Back,Drop Goals,0
Ireland,Jordan Larmour,Leinster,Back,Defenders Beaten,10
Ireland,Jordan Larmour,Leinster,Back,Clean Breaks,2
Ireland,Jordan Larmour,Leinster,Back,Gain Line Successes,4
Ireland,Jordan Larmour,Leinster,Back,Interceptions,0
Ireland,Jordan Larmour,Leinster,Back,Passes Made,9
Ireland,Jordan Larmour,Leinster,Back,Off Loads Made,2
Ireland,Jordan Larmour,Leinster,Back,Tackles Made,4
Ireland,Jordan Larmour,Leinster,Back,Missed Tackles,1
Ireland,Jordan Larmour,Leinster,Back,Turnovers Won,0
Ireland,Jordan Larmour,Leinster,Back,Turnovers Conceded,3
Ireland,Jordan Larmour,Leinster,Back,Handling Errors,1
Ireland,Jordan Larmour,Leinster,Back,Penalties Conceded,1
Ireland,Jordan Larmour,Leinster,Back,Kicks From Hand,1
Ireland,Jordan Larmour,Leinster,Back,Kicks Caught,4
Ireland,Jordan Larmour,Leinster,Back,Successful Lineout Takes,2
Ireland,Jordan Larmour,Leinster,Back,Stolen Lineouts,0
Ireland,Jordan Larmour,Leinster,Back,Yellow Cards,0
Ireland,Jordan Larmour,Leinster,Back,Red Cards,0
Ireland,Conor Murray,Munster,Back,Metres Gained,61
Ireland,Conor Murray,Munster,Back,Carries,22
Ireland,Conor Murray,Munster,Back,Metres Per Carry,2.772727272727273
Ireland,Conor Murray,Munster,Back,Minutes Played,349
Ireland,Conor Murray,Munster,Back,Points,16
Ireland,Conor Murray,Munster,Back,Tries,2
Ireland,Conor Murray,Munster,Back,Try Assists,3
Ireland,Conor Murray,Munster,Back,Conversions,3
Ireland,Conor Murray,Munster,Back,Penalty Goals,0
Ireland,Conor Murray,Munster,Back,Drop Goals,0
Ireland,Conor Murray,Munster,Back,Defenders Beaten,3
Ireland,Conor Murray,Munster,Back,Clean Breaks,3
Ireland,Conor Murray,Munster,Back,Gain Line Successes,8
Ireland,Conor Murray,Munster,Back,Interceptions,0
Ireland,Conor Murray,Munster,Back,Passes Made,443
Ireland,Conor Murray,Munster,Back,Off Loads Made,1
Ireland,Conor Murray,Munster,Back,Tackles Made,27
Ireland,Conor Murray,Munster,Back,Missed Tackles,7
Ireland,Conor Murray,Munster,Back,Turnovers Won,0
Ireland,Conor Murray,Munster,Back,Turnovers Conceded,8
Ireland,Conor Murray,Munster,Back,Handling Errors,4
Ireland,Conor Murray,Munster,Back,Penalties Conceded,2
Ireland,Conor Murray,Munster,Back,Kicks From Hand,42
Ireland,Conor Murray,Munster,Back,Kicks Caught,1
Ireland,Conor Murray,Munster,Back,Successful Lineout Takes,0
Ireland,Conor Murray,Munster,Back,Stolen Lineouts,0
Ireland,Conor Murray,Munster,Back,Yellow Cards,0
Ireland,Conor Murray,Munster,Back,Red Cards,0
Ireland,Garry Ringrose,Leinster,Back,Metres Gained,75
Ireland,Garry Ringrose,Leinster,Back,Carries,38
Ireland,Garry Ringrose,Leinster,Back,Metres Per Carry,1.9736842105263157
Ireland,Garry Ringrose,Leinster,Back,Minutes Played,232
Ireland,Garry Ringrose,Leinster,Back,Points,0
Ireland,Garry Ringrose,Leinster,Back,Tries,0
Ireland,Garry Ringrose,Leinster,Back,Try Assists,1
Ireland,Garry Ringrose,Leinster,Back,Conversions,0
Ireland,Garry Ringrose,Leinster,Back,Penalty Goals,0
Ireland,Garry Ringrose,Leinster,Back,Drop Goals,0
Ireland,Garry Ringrose,Leinster,Back,Defenders Beaten,10
Ireland,Garry Ringrose,Leinster,Back,Clean Breaks,4
Ireland,Garry Ringrose,Leinster,Back,Gain Line Successes,15
Ireland,Garry Ringrose,Leinster,Back,Interceptions,0
Ireland,Garry Ringrose,Leinster,Back,Passes Made,15
Ireland,Garry Ringrose,Leinster,Back,Off Loads Made,1
Ireland,Garry Ringrose,Leinster,Back,Tackles Made,14
Ireland,Garry Ringrose,Leinster,Back,Missed Tackles,7
Ireland,Garry Ringrose,Leinster,Back,Turnovers Won,3
Ireland,Garry Ringrose,Leinster,Back,Turnovers Conceded,7
Ireland,Garry Ringrose,Leinster,Back,Handling Errors,6
Ireland,Garry Ringrose,Leinster,Back,Penalties Conceded,3
Ireland,Garry Ringrose,Leinster,Back,Kicks From Hand,3
Ireland,Garry Ringrose,Leinster,Back,Kicks Caught,4
Ireland,Garry Ringrose,Leinster,Back,Successful Lineout Takes,0
Ireland,Garry Ringrose,Leinster,Back,Stolen Lineouts,0
Ireland,Garry Ringrose,Leinster,Back,Yellow Cards,0
Ireland,Garry Ringrose,Leinster,Back,Red Cards,0
Ireland,Jonathan Sexton,Leinster,Back,Metres Gained,60
Ireland,Jonathan Sexton,Leinster,Back,Carries,32
Ireland,Jonathan Sexton,Leinster,Back,Metres Per Carry,1.875
Ireland,Jonathan Sexton,Leinster,Back,Minutes Played,309
Ireland,Jonathan Sexton,Leinster,Back,Points,23
Ireland,Jonathan Sexton,Leinster,Back,Tries,1
Ireland,Jonathan Sexton,Leinster,Back,Try Assists,1
Ireland,Jonathan Sexton,Leinster,Back,Conversions,6
Ireland,Jonathan Sexton,Leinster,Back,Penalty Goals,2
Ireland,Jonathan Sexton,Leinster,Back,Drop Goals,0
Ireland,Jonathan Sexton,Leinster,Back,Defenders Beaten,5
Ireland,Jonathan Sexton,Leinster,Back,Clean Breaks,2
Ireland,Jonathan Sexton,Leinster,Back,Gain Line Successes,13
Ireland,Jonathan Sexton,Leinster,Back,Interceptions,2
Ireland,Jonathan Sexton,Leinster,Back,Passes Made,131
Ireland,Jonathan Sexton,Leinster,Back,Off Loads Made,2
Ireland,Jonathan Sexton,Leinster,Back,Tackles Made,33
Ireland,Jonathan Sexton,Leinster,Back,Missed Tackles,6
Ireland,Jonathan Sexton,Leinster,Back,Turnovers Won,1
Ireland,Jonathan Sexton,Leinster,Back,Turnovers Conceded,10
Ireland,Jonathan Sexton,Leinster,Back,Handling Errors,4
Ireland,Jonathan Sexton,Leinster,Back,Penalties Conceded,3
Ireland,Jonathan Sexton,Leinster,Back,Kicks From Hand,24
Ireland,Jonathan Sexton,Leinster,Back,Kicks Caught,2
Ireland,Jonathan Sexton,Leinster,Back,Successful Lineout Takes,0
Ireland,Jonathan Sexton,Leinster,Back,Stolen Lineouts,0
Ireland,Jonathan Sexton,Leinster,Back,Yellow Cards,0
Ireland,Jonathan Sexton,Leinster,Back,Red Cards,0
Ireland,Jacob Stockdale,Ulster,Back,Metres Gained,395
Ireland,Jacob Stockdale,Ulster,Back,Carries,42
Ireland,Jacob Stockdale,Ulster,Back,Metres Per Carry,9.404761904761905
Ireland,Jacob Stockdale,Ulster,Back,Minutes Played,391
Ireland,Jacob Stockdale,Ulster,Back,Points,10
Ireland,Jacob Stockdale,Ulster,Back,Tries,2
Ireland,Jacob Stockdale,Ulster,Back,Try Assists,0
Ireland,Jacob Stockdale,Ulster,Back,Conversions,0
Ireland,Jacob Stockdale,Ulster,Back,Penalty Goals,0
Ireland,Jacob Stockdale,Ulster,Back,Drop Goals,0
Ireland,Jacob Stockdale,Ulster,Back,Defenders Beaten,23
Ireland,Jacob Stockdale,Ulster,Back,Clean Breaks,7
Ireland,Jacob Stockdale,Ulster,Back,Gain Line Successes,18
Ireland,Jacob Stockdale,Ulster,Back,Interceptions,0
Ireland,Jacob Stockdale,Ulster,Back,Passes Made,9
Ireland,Jacob Stockdale,Ulster,Back,Off Loads Made,1
Ireland,Jacob Stockdale,Ulster,Back,Tackles Made,6
Ireland,Jacob Stockdale,Ulster,Back,Missed Tackles,4
Ireland,Jacob Stockdale,Ulster,Back,Turnovers Won,0
Ireland,Jacob Stockdale,Ulster,Back,Turnovers Conceded,14
Ireland,Jacob Stockdale,Ulster,Back,Handling Errors,10
Ireland,Jacob Stockdale,Ulster,Back,Penalties Conceded,0
Ireland,Jacob Stockdale,Ulster,Back,Kicks From Hand,5
Ireland,Jacob Stockdale,Ulster,Back,Kicks Caught,11
Ireland,Jacob Stockdale,Ulster,Back,Successful Lineout Takes,0
Ireland,Jacob Stockdale,Ulster,Back,Stolen Lineouts,0
Ireland,Jacob Stockdale,Ulster,Back,Yellow Cards,0
Ireland,Jacob Stockdale,Ulster,Back,Red Cards,0
Scotland,Simon Berghan,Edinburgh,Forward,Metres Gained,5
Scotland,Simon Berghan,Edinburgh,Forward,Carries,14
Scotland,Simon Berghan,Edinburgh,Forward,Metres Per Carry,0.35714285714285715
Scotland,Simon Berghan,Edinburgh,Forward,Minutes Played,189
Scotland,Simon Berghan,Edinburgh,Forward,Points,0
Scotland,Simon Berghan,Edinburgh,Forward,Tries,0
Scotland,Simon Berghan,Edinburgh,Forward,Try Assists,0
Scotland,Simon Berghan,Edinburgh,Forward,Conversions,0
Scotland,Simon Berghan,Edinburgh,Forward,Penalty Goals,0
Scotland,Simon Berghan,Edinburgh,Forward,Drop Goals,0
Scotland,Simon Berghan,Edinburgh,Forward,Defenders Beaten,0
Scotland,Simon Berghan,Edinburgh,Forward,Clean Breaks,0
Scotland,Simon Berghan,Edinburgh,Forward,Gain Line Successes,4
Scotland,Simon Berghan,Edinburgh,Forward,Interceptions,0
Scotland,Simon Berghan,Edinburgh,Forward,Passes Made,7
Scotland,Simon Berghan,Edinburgh,Forward,Off Loads Made,0
Scotland,Simon Berghan,Edinburgh,Forward,Tackles Made,30
Scotland,Simon Berghan,Edinburgh,Forward,Missed Tackles,5
Scotland,Simon Berghan,Edinburgh,Forward,Turnovers Won,2
Scotland,Simon Berghan,Edinburgh,Forward,Turnovers Conceded,0
Scotland,Simon Berghan,Edinburgh,Forward,Handling Errors,0
Scotland,Simon Berghan,Edinburgh,Forward,Penalties Conceded,2
Scotland,Simon Berghan,Edinburgh,Forward,Kicks From Hand,0
Scotland,Simon Berghan,Edinburgh,Forward,Kicks Caught,0
Scotland,Simon Berghan,Edinburgh,Forward,Successful Lineout Takes,0
Scotland,Simon Berghan,Edinburgh,Forward,Stolen Lineouts,0
Scotland,Simon Berghan,Edinburgh,Forward,Yellow Cards,1
Scotland,Simon Berghan,Edinburgh,Forward,Red Cards,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Metres Gained,1
Scotland,Jamie Bhatti,Edinburgh,Forward,Carries,3
Scotland,Jamie Bhatti,Edinburgh,Forward,Metres Per Carry,0.3333333333333333
Scotland,Jamie Bhatti,Edinburgh,Forward,Minutes Played,35
Scotland,Jamie Bhatti,Edinburgh,Forward,Points,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Tries,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Try Assists,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Conversions,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Penalty Goals,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Drop Goals,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Defenders Beaten,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Clean Breaks,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Gain Line Successes,1
Scotland,Jamie Bhatti,Edinburgh,Forward,Interceptions,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Passes Made,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Off Loads Made,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Tackles Made,5
Scotland,Jamie Bhatti,Edinburgh,Forward,Missed Tackles,1
Scotland,Jamie Bhatti,Edinburgh,Forward,Turnovers Won,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Turnovers Conceded,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Handling Errors,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Penalties Conceded,1
Scotland,Jamie Bhatti,Edinburgh,Forward,Kicks From Hand,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Kicks Caught,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Successful Lineout Takes,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Stolen Lineouts,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Yellow Cards,0
Scotland,Jamie Bhatti,Edinburgh,Forward,Red Cards,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Metres Gained,121
Scotland,Magnus Bradbury,Edinburgh,Forward,Carries,43
Scotland,Magnus Bradbury,Edinburgh,Forward,Metres Per Carry,2.813953488372093
Scotland,Magnus Bradbury,Edinburgh,Forward,Minutes Played,240
Scotland,Magnus Bradbury,Edinburgh,Forward,Points,5
Scotland,Magnus Bradbury,Edinburgh,Forward,Tries,1
Scotland,Magnus Bradbury,Edinburgh,Forward,Try Assists,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Conversions,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Penalty Goals,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Drop Goals,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Defenders Beaten,5
Scotland,Magnus Bradbury,Edinburgh,Forward,Clean Breaks,1
Scotland,Magnus Bradbury,Edinburgh,Forward,Gain Line Successes,13
Scotland,Magnus Bradbury,Edinburgh,Forward,Interceptions,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Passes Made,9
Scotland,Magnus Bradbury,Edinburgh,Forward,Off Loads Made,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Tackles Made,41
Scotland,Magnus Bradbury,Edinburgh,Forward,Missed Tackles,6
Scotland,Magnus Bradbury,Edinburgh,Forward,Turnovers Won,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Turnovers Conceded,2
Scotland,Magnus Bradbury,Edinburgh,Forward,Handling Errors,1
Scotland,Magnus Bradbury,Edinburgh,Forward,Penalties Conceded,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Kicks From Hand,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Kicks Caught,7
Scotland,Magnus Bradbury,Edinburgh,Forward,Successful Lineout Takes,4
Scotland,Magnus Bradbury,Edinburgh,Forward,Stolen Lineouts,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Yellow Cards,0
Scotland,Magnus Bradbury,Edinburgh,Forward,Red Cards,0
